기관코드,기관명,시도,시군구,법정동,주소,유형,정원,물리치료사,작업치료사,요양보호사,사회복지사,간호사,지정일
11130500461,강북하루정요양원2,서울특별시,강북구,수유동,서울특별시 강북구 삼양로112길  5 4층 (수유동),노인요양공동생활가정,9,0,0,4,1,0,20251030
11130500465,효심요양원,서울특별시,강북구,수유동,"서울특별시 강북구 삼양로77가길  9 지층,2층 (수유동)",노인요양공동생활가정,9,0,0,3,1,0,20260101
11132000003,도봉실버센터,서울특별시,도봉구,방학동,서울특별시 도봉구 시루봉로  133 (방학동),노인요양시설,119,0,2,59,4,2,20080609
11132000113,(주)도봉늘푸른요양원,서울특별시,도봉구,방학동,"서울특별시 도봉구 방학로  115 (방학동, 그린빌딩 3층)",노인요양공동생활가정,9,0,0,4,0,0,20100113
11132000156,행복드림요양원,서울특별시,도봉구,도봉동,"서울특별시 도봉구 도봉로154길  23 (도봉동, 신성빌딩 2,3층)",노인요양시설,22,0,0,10,2,0,20100524
11132000216,동그라미요양센터1호점,서울특별시,도봉구,쌍문동,"서울특별시 도봉구 방학로3길  103 3층 (쌍문동, 춘광빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20130123
11132000240,동그라미요양센터2호점,서울특별시,도봉구,쌍문동,"서울특별시 도봉구 방학로3길  103 4층 (쌍문동, 춘광빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20130601
11132000274,수노인요양공동생활가정1호점,서울특별시,도봉구,방학동,서울특별시 도봉구 도당로  80 5층 (방학동),노인요양공동생활가정,9,0,0,4,0,0,20131028
11132000275,수노인요양공동생활가정2호점,서울특별시,도봉구,방학동,서울특별시 도봉구 도당로  80 5층 (방학동),노인요양공동생활가정,7,0,0,3,0,0,20131028
11132000281,참빛요양센터,서울특별시,도봉구,쌍문동,"서울특별시 도봉구 도봉로141길  11 (쌍문동, 참빛빌딩)",노인요양시설,71,1,0,33,2,0,20140101
11132000286,가원노인요양공동생활가정1호점,서울특별시,도봉구,방학동,서울특별시 도봉구 방학로  169 5층 (방학동),노인요양공동생활가정,9,0,0,3,1,0,20140117
11132000289,가원노인요양공동생활가정2호점,서울특별시,도봉구,방학동,서울특별시 도봉구 방학로  169 4층 (방학동),노인요양공동생활가정,9,0,0,3,1,0,20140221
11132000295,도봉효드림요양원,서울특별시,도봉구,창동,서울특별시 도봉구 마들로13길  175 6층 (창동),노인요양공동생활가정,9,0,0,9,0,0,20140401
11132000319,도봉요양원,서울특별시,도봉구,쌍문동,서울특별시 도봉구 도봉로  601 401호 (쌍문동),노인요양공동생활가정,9,0,0,4,0,0,20141204
11132000330,love사랑맞이요양원,서울특별시,도봉구,방학동,서울특별시 도봉구 마들로  649-20 8층 (방학동),노인요양시설,24,0,0,13,2,1,20150420
11132000333,사랑재활요양원,서울특별시,도봉구,창동,"서울특별시 도봉구 덕릉로59아길  54 4층 (창동, 이순빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20150501
11132000337,A+도봉재활요양원,서울특별시,도봉구,방학동,서울특별시 도봉구 도봉로152길  26 6층 (방학동),노인요양시설,41,0,1,20,5,2,20150521
11132000339,다사랑요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로191길  88-6 (도봉동),노인요양시설,58,0,1,22,3,1,20150921
11132000340,사랑재활요양원2호점,서울특별시,도봉구,창동,"서울특별시 도봉구 덕릉로59아길  54 3층층 (창동, 이순빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20151001
11132000343,사랑방요양원,서울특별시,도봉구,방학동,"서울특별시 도봉구 도봉로  727-1 2층 (방학동, 금천빌딩)",노인요양공동생활가정,9,0,0,7,1,0,20151201
11132000345,꿈에그린요양원1,서울특별시,도봉구,방학동,"서울특별시 도봉구 방학로  106 4층 (방학동, 신우빌딩)",노인요양공동생활가정,9,0,0,3,1,0,20151229
11132000346,도봉은빛요양원,서울특별시,도봉구,방학동,"서울특별시 도봉구 방학로  106 5층 (방학동, 신우빌딩)",노인요양공동생활가정,9,0,0,3,1,0,20151229
11132000352,그린요양원,서울특별시,도봉구,방학동,"서울특별시 도봉구 방학로  115 2층 (방학동, 그린빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20160401
11132000370,쌍문늘푸른요양원,서울특별시,도봉구,쌍문동,서울특별시 도봉구 해등로26길  7 501호 (쌍문동),노인요양공동생활가정,9,0,0,4,1,0,20160920
11132000380,도봉하루요양원2호점,서울특별시,도봉구,쌍문동,"서울특별시 도봉구 방학로3길  103 6층 (쌍문동, 춘광빌딩)",노인요양공동생활가정,9,0,0,4,1,0,20161201
11132000395,강북재활요양원,서울특별시,도봉구,방학동,서울특별시 도봉구 도봉로  669 601호 (방학동),노인요양공동생활가정,9,0,0,4,1,0,20170501
11132000396,강북재활요양원 2호점,서울특별시,도봉구,방학동,서울특별시 도봉구 도봉로  669 601동 (방학동),노인요양공동생활가정,9,0,0,4,0,0,20170501
11132000401,큰사랑요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로180길  46 5층 (도봉동),노인요양시설,29,0,0,14,1,1,20170605
11132000402,청춘요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로180길  46 4층 (도봉동),노인요양시설,29,0,0,13,2,0,20170605
11132000403,행복요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로180길  46 2층 (도봉동),노인요양시설,29,0,0,14,2,0,20170605
11132000404,미소사랑요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로180길  46 3층 (도봉동),노인요양시설,29,0,0,13,2,0,20170605
11132000405,효심요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로180길  46 7층 (도봉동),노인요양시설,29,0,0,14,4,0,20170605
11132000406,은나무요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로180길  46 6층 (도봉동),노인요양시설,29,0,0,15,2,0,20170607
11132000412,도봉하루요양원3호점,서울특별시,도봉구,쌍문동,"서울특별시 도봉구 방학로3길  103 5층 (쌍문동, 춘광빌딩)",노인요양공동생활가정,9,0,0,4,1,0,20170901
11132000413,강북실버요양원,서울특별시,도봉구,방학동,"서울특별시 도봉구 도봉로  669 201동 (방학동, 이정빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20170901
11132000415,강북실버요양원2호점,서울특별시,도봉구,방학동,"서울특별시 도봉구 도봉로  669 201호 (방학동, 이정빌딩)",노인요양공동생활가정,9,0,0,4,1,0,20170901
11132000416,큰사랑노인요양원,서울특별시,도봉구,방학동,"서울특별시 도봉구 도봉로152길  26 7층 (방학동, 렉시온프라자)",노인요양시설,28,0,0,14,1,0,20170906
11132000418,강북요양원,서울특별시,도봉구,방학동,"서울특별시 도봉구 도봉로  669 5층501호 (방학동, 이정빌딩)",노인요양공동생활가정,9,0,0,4,1,0,20170921
11132000419,강북요양원2호점,서울특별시,도봉구,방학동,"서울특별시 도봉구 도봉로  669 5층501호 (방학동, 이정빌딩)",노인요양공동생활가정,9,0,0,4,1,0,20170921
11132000426,사랑재활요양원3호점,서울특별시,도봉구,창동,"서울특별시 도봉구 덕릉로59아길  54 (창동, 이순빌딩 3,4층)",노인요양공동생활가정,9,0,0,4,0,0,20180103
11132000451,실버빌요양원,서울특별시,도봉구,창동,서울특별시 도봉구 노해로  277 (창동),노인요양시설,78,1,0,35,5,1,20190301
11132000454,참존vip요양원,서울특별시,도봉구,창동,"서울특별시 도봉구 도봉로136가길  4 4층 (창동, 창동리더스빌딩)",노인요양시설,29,0,0,13,2,0,20190418
11132000463,기쁨과나눔노인요양원,서울특별시,도봉구,쌍문동,서울특별시 도봉구 도봉로137길  48 2층 (쌍문동),노인요양공동생활가정,9,0,0,4,0,1,20190801
11132000464,기쁨과나눔노인요양원2호점,서울특별시,도봉구,쌍문동,서울특별시 도봉구 도봉로137길  48 2층 (쌍문동),노인요양공동생활가정,9,0,0,4,0,1,20190801
11132000482,굿모닝요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로  765 2층 (도봉동),노인요양공동생활가정,9,0,0,5,0,0,20191230
11132000483,굿모닝요양원2호점,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로  765 4층 (도봉동),노인요양공동생활가정,9,0,0,6,0,0,20191230
11132000496,TOP동그라미요양원,서울특별시,도봉구,방학동,서울특별시 도봉구 마들로  649-20 방학동7층 (방학동),노인요양시설,26,0,0,12,2,0,20201101
11132000517,참존요양원,서울특별시,도봉구,창동,서울특별시 도봉구 도봉로136가길  4 6층601호 (창동),노인요양시설,29,0,0,11,2,0,20210731
11132000531,A플러스노아재활요양원,서울특별시,도봉구,방학동,서울특별시 도봉구 마들로  649-20 6층 (방학동),노인요양시설,29,0,0,14,2,0,20220601
11132000537,실버케어너싱홈,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로163길  10 (도봉동),노인요양시설,48,0,0,13,1,0,20221001
11132000553,선한노인전문요양원,서울특별시,도봉구,창동,서울특별시 도봉구 덕릉로62길  52-6 (창동),노인요양시설,39,1,0,19,2,0,20230630
11132000630,파미유요양원,서울특별시,도봉구,도봉동,서울특별시 도봉구 시루봉로27가길  11-3 (도봉동),노인요양시설,17,0,0,3,2,0,20260501
11132000631,희망요양원,서울특별시,도봉구,창동,"서울특별시 도봉구 덕릉로59길  20 (창동, 희망요양원)",노인요양시설,63,1,0,32,2,5,20260301
11135000011,시립중계노인전문요양원,서울특별시,노원구,중계동,서울특별시 노원구 섬밭로  313 (중계동),노인요양시설,230,3,0,98,5,11,20080529
11135000016,구립하계실버센터,서울특별시,노원구,하계동,서울특별시 노원구 한글비석로  4 (하계동),노인요양시설,80,1,0,36,3,3,20080604
11135000020,영기노인요양원,서울특별시,노원구,상계동,서울특별시 노원구 동일로248길  30 (상계동),노인요양시설,83,0,1,20,1,2,20080610
11135000175,노원실버센터,서울특별시,노원구,공릉동,서울특별시 노원구 동일로  1097 (공릉동),노인요양시설,87,0,2,40,2,1,20100601
11135000188,늘사랑실버센터,서울특별시,노원구,상계동,"서울특별시 노원구 한글비석로  444 5층, 4층1-2호 (상계동)",노인요양시설,80,0,1,39,2,0,20100726
11135000223,서울실버케어노인요양원,서울특별시,노원구,상계동,"서울특별시 노원구 한글비석로44길  31 2,3,4층 (상계동)",노인요양시설,45,0,0,13,1,0,20110901
11135000268,노원요양복지원,서울특별시,노원구,상계동,서울특별시 노원구 노원로  464 (상계동),노인요양시설,45,0,1,22,2,0,20130611
11135000273,길요양원,서울특별시,노원구,중계동,"서울특별시 노원구 한글비석로15길  48 4층, 5층 (중계동)",노인요양시설,80,1,1,39,3,0,20131007
11135000292,수요양원,서울특별시,노원구,상계동,서울특별시 노원구 동일로237다길  16 3층 (상계동),노인요양공동생활가정,9,0,0,5,0,0,20140401
11135000355,A+행복한그린요양원,서울특별시,노원구,상계동,서울특별시 노원구 동일로230나길  23 (상계동),노인요양시설,20,0,0,5,2,0,20151104
11135000400,상계요양원,서울특별시,노원구,상계동,서울특별시 노원구 동일로242바길  27 (상계동),노인요양시설,82,1,0,39,2,1,20170613
11135000407,효누리요양원,서울특별시,노원구,상계동,서울특별시 노원구 한글비석로  422 3층 (상계동),노인요양공동생활가정,9,0,0,4,0,0,20170801
11135000425,러빙케어,서울특별시,노원구,상계동,"서울특별시 노원구 상계로1길  54-4 207, 307호 (상계동, 상계동센트럴타워)",노인요양시설,28,0,0,13,2,0,20180101
11135000465,늘봄요양원,서울특별시,노원구,상계동,서울특별시 노원구 한글비석로47길  58 2층 (상계동),노인요양공동생활가정,9,0,0,4,0,0,20190501
11135000487,가족마음요양원,서울특별시,노원구,상계동,서울특별시 노원구 한글비석로47길  58 5층 (상계동),노인요양공동생활가정,9,0,0,4,0,1,20191115
11135000601,사랑과섬김요양원,서울특별시,노원구,상계동,서울특별시 노원구 한글비석로  422 5층 (상계동),노인요양공동생활가정,9,0,0,4,0,0,20230401
11135000602,돌봄간호요양원2,서울특별시,노원구,상계동,서울특별시 노원구 동일로  1550 6층601호 (상계동),노인요양공동생활가정,9,0,0,3,0,0,20230401
11135000603,돌봄간호요양원1,서울특별시,노원구,상계동,서울특별시 노원구 동일로  1550 6층601호 (상계동),노인요양공동생활가정,9,0,0,2,0,0,20230401
11135000627,태릉참실버케어,서울특별시,노원구,공릉동,서울특별시 노원구 화랑로51가길  11-8 (공릉동),노인요양시설,67,2,0,31,4,3,20240501
11135000630,행복한요양원,서울특별시,노원구,상계동,서울특별시 노원구 한글비석로47길  58 4층 (상계동),노인요양공동생활가정,9,0,0,4,1,0,20240701
11135000636,노원성모요양원,서울특별시,노원구,상계동,서울특별시 노원구 노원로  479 3층 (상계동),노인요양공동생활가정,9,0,0,5,0,0,20241101
